Time,vsa,Isa,Vpmax
1,2.277704153,0.244546896,5.768656541
2,6.870372603,0.243693083,5.768656541
3,7.029489085,0.243768132,5.768656541
4,7.547386446,0.243768011,5.776287579
5,7.103810341,0.243969327,5.776287579
6,13.81543453,0.242671108,5.776287579
7,20.95546484,0.241005896,5.783921806
8,27.81493031,0.17898682,5.783921806
9,21.02583346,0.241189099,5.783921806
10,14.06508645,0.243052217,5.791559203
11,14.00382091,0.243173465,5.791559203
12,14.0002483,0.243282599,5.791559203
13,14.00003954,0.243391025,5.799199748
14,14.00002734,0.243499411,5.799199748
15,14.00002663,0.243607793,5.799199748
16,14.00002659,0.243716176,5.799199748
17,14.00002658,0.243824561,5.806843419
18,14.00002658,0.243932941,5.806843419
19,14.00002658,0.244041326,5.806843419
20,20.9301894,0.242421262,5.814492573
21,27.99434345,0.173915662,5.814492573
22,21.02633734,0.242592279,5.814492573
23,14.07161752,0.244459819,5.822144808
24,20.97026106,0.242834698,5.822144808
25,27.99604419,0.174082697,5.822144808
26,21.026397,0.243024051,5.829800103
27,14.0716131,0.24489335,5.829800103
28,20.97020665,0.243266602,5.829800103
29,27.99600251,0.174307473,5.837458437
30,21.02639582,0.24345584,5.837458437
31,14.07160625,0.245326882,5.837458437
32,20.97015205,0.243698498,5.837458437
33,27.9959613,0.174531888,5.845122159
34,21.02639467,0.243887619,5.845122159
35,14.07159995,0.245760415,5.845122159
36,20.97009748,0.244130387,5.852788874
37,27.99591977,0.174755961,5.852788874
38,21.0263935,0.244319388,5.852788874
39,14.07010774,0.246194261,5.860458559
40,14.00411674,0.246316503,5.860458559
41,14.00026577,0.246425696,5.860458559
42,14.00004058,0.246534126,5.86814796
43,14.00002741,0.246642511,5.86814796
44,14.00002664,0.246750893,5.86814796
45,14.00002659,0.246859276,5.86814796
46,14.00002659,0.246967661,5.875849898
47,14.00002659,0.247076041,5.875849898
48,14.00002659,0.247184426,5.875849898
49,14.00002659,0.247292807,5.883554866
50,14.00002659,0.247401191,5.883554866
51,14.00002659,0.247509572,5.883554866
52,14.00002659,0.247617956,5.891262843
53,14.00002659,0.247726337,5.891262843
54,14.00002659,0.247834722,5.891262843
55,14.00002659,0.247943102,5.898973806
56,14.00002659,0.248051487,5.898973806
57,14.00002659,0.24815987,5.898973806
58,14.00002659,0.248268252,5.898973806
59,14.00002659,0.248376635,5.906690102
60,14.00002659,0.248485017,5.906690102
61,13.99991274,0.248120902,5.906690102
62,13.99991067,0.247756288,5.899207326
63,13.99991055,0.247391673,5.89164453
64,13.99991055,0.247027062,5.884086359
65,13.99991055,0.246662447,5.876532832
66,13.99991055,0.246297834,5.868983967
67,13.99991055,0.245933219,5.861439784
68,13.99991056,0.245568607,5.853907409
69,13.99991056,0.245203992,5.838883647
70,13.99991056,0.244839379,5.831378727
71,13.99991056,0.244474764,5.823870407
72,13.99991056,0.244110153,5.816366763
73,13.99991057,0.243745538,5.808867816
74,13.99991057,0.243380924,5.801373583
75,13.99991057,0.243016309,5.793884083
76,13.99991057,0.242651696,5.786399335
77,14.17305665,0.242250714,5.778919357
78,20.95982297,0.240186861,5.771444168
79,27.99624373,0.172250807,5.763973785
80,21.02635479,0.239429355,5.756508228
81,14.07161977,0.240813568,5.749047514
82,20.97082097,0.238728319,5.734140688
83,27.99718464,0.171416321,5.726686499
84,21.02638584,0.237976046,5.719237219
85,14.07166897,0.239355103,5.711792866
86,20.9710015,0.237274648,5.704364066
87,27.99776957,0.170590202,5.696949042
88,21.0264045,0.236522645,5.689538892
89,14.07172703,0.237896636,5.682133635
90,20.97118188,0.235820892,5.674733288
91,27.9967831,0.169811766,5.667337871
92,21.02636832,0.235069184,5.652561892
93,14.07179291,0.236438165,5.645181367
94,20.9713627,0.23436705,5.637797708
95,27.99696472,0.16899158,5.630419059
96,21.02637299,0.233615609,5.623045438
97,14.07187242,0.234979694,5.615676862
98,20.97154419,0.232913134,5.608313348
99,27.99714699,0.168167794,5.600954915
100,21.02637773,0.232161959,5.593601579
101,14.07196479,0.233521218,5.586253357
102,20.97172626,0.231459129,5.571572326
103,27.99732992,0.167340399,5.564231383
104,21.02638254,0.230708221,5.556895616
105,14.07207137,0.232062741,5.549583301
106,20.97190893,0.23000505,5.542276174
107,27.99758337,0.166507164,5.534974173
108,21.02638986,0.229254393,5.527677316
109,14.07219375,0.230604261,5.520385619
110,20.97209218,0.228550892,5.505817774
111,27.99776592,0.165672592,5.498533483
112,21.02639476,0.227800491,5.491254414
113,14.0723333,0.229145774,5.483980583
114,20.97227609,0.227096663,5.476712006
115,27.99794963,0.164834358,5.469448701
116,21.02639977,0.226346504,5.462190685
117,14.07249186,0.227687286,5.454937972
118,20.97246063,0.225642353,5.440448528
119,27.99813281,0.163992521,5.433203622
120,21.02640481,0.224892442,5.42596408
121,14.07266381,0.2261656,5.418725465
122,20.97264812,0.224061896,5.411482357
123,27.99833025,0.16304039,5.397028022
124,21.02640469,0.22318612,5.389813042
125,14.0729046,0.224454071,5.382604788
126,20.97286631,0.222355137,5.368208528
127,27.99854677,0.162047321,5.361010921
128,21.02641094,0.221479628,5.353820104
129,14.07317807,0.222742537,5.339458912
130,20.97308535,0.220648275,5.33227892
131,27.99876357,0.16104914,5.317939517
132,21.02641729,0.219773028,5.310780142
133,14.07348169,0.221030993,5.303618006
134,20.97330517,0.21894132,5.289314505
135,27.9989824,0.16004579,5.282173175
136,21.0264238,0.218066333,5.275029132
137,14.07382671,0.219319443,5.260762005
138,20.97352595,0.217234266,5.253629261
139,27.99920201,0.159037281,5.246503542
140,21.02643045,0.216359535,5.232300537
141,14.07421723,0.21760788,5.225202424
142,20.97374772,0.215527123,5.218111301
143,27.99942288,0.1580236,5.203950091
144,21.02643725,0.214652644,5.196870339
145,14.0746576,0.215896309,5.182732003
146,20.9739705,0.213819888,5.175673454
147,27.99964471,0.157004724,5.168612292
148,21.0264442,0.212945647,5.154511318
149,14.07515231,0.214184725,5.147461815
150,20.97419283,0.212112564,5.140419466
151,27.99986754,0.155980661,5.126356297
152,21.02645131,0.211238568,5.119325771
153,14.07570599,0.212473131,5.105286376
154,20.97441448,0.210405151,5.09826779
155,28.00009082,0.154951397,5.091256459
156,21.02645856,0.20953139,5.077265883
157,14.07632685,0.210761518,5.07028172
158,20.97463722,0.208697656,5.056335076
159,28.00031586,0.153916897,5.049362873
160,21.026466,0.207824126,5.042397935
161,14.07701697,0.209049894,5.028489913
162,20.97485954,0.206990077,5.021537095
163,28.00054186,0.15287716,5.007653438
164,21.02647361,0.206116766,5.000712853
165,14.07777042,0.207338255,4.993779631
166,20.97520511,0.205282376,4.979935335
167,28.00077282,0.151832065,4.973014502
168,21.02648155,0.204409332,4.959195106
169,14.07807411,0.20562671,4.952286773
170,20.97591353,0.203574455,4.938492497
171,28.0010172,0.150781368,4.931606584
172,21.0264901,0.202701806,4.924718362
173,14.07746365,0.203915357,4.91097155
174,20.97668506,0.201866438,4.90411
175,28.00252732,0.149689804,4.890409311
176,21.02654219,0.200994183,4.883560388
177,14.07652327,0.202204076,4.869885072
178,20.97586558,0.200158922,4.863058708
179,28.00115608,0.148674044,4.856230068
180,21.0264912,0.199286514,4.842595477
181,14.08011659,0.200854091,4.842595477
182,20.97606701,0.199174284,4.842595477
183,28.00136485,0.148276097,4.835899471
