1,2.277704153,0.244546896,5.768656541,0.557005481,0,0.557005481,0,2.277704153,0.244546896,,Time,vsa,Isa,Vpmax,Psa,Psaold,dP,vsaold,dv,Df
2,1.391149585,0.244841019,5.768656541,0.340610482,0.557005481,-0.216394999,2.277704153,-0.886554568,0.244085369,,,,,,,,,,,
3,2.084256017,0.244804192,5.768656541,0.51023461,0.340610482,0.169624128,1.391149585,0.693106432,0.244730276,,,,,,,,,,,
4,1.923655471,0.244946222,5.776287579,0.47119214,0.51023461,-0.0390424701,2.084256017,-0.160600546,0.243102972,,,,,,,,,,,
5,1.828311351,0.245074581,5.776287579,0.448072638,0.47119214,-0.0231195018,1.923655471,-0.09534412,0.24248482,,,,,,,initial dp,0.47343084,,,
6,1.80398723,0.245188061,5.776287579,0.442316131,0.448072638,-0.00575650729,1.828311351,-0.024324121,0.236658389,,,,,,,steady-state dp,0.0688402081,,,
7,1.845502199,0.245287747,5.783921806,0.452679076,0.442316131,0.0103629455,1.80398723,0.041514969,0.249619492,,,,,,,transient dP,0.836718788,,,
8,1.938816671,0.24537658,5.783921806,0.475740204,0.452679076,0.0230611275,1.845502199,0.093314472,0.247133451,,,,,,,,,,,
9,2.943444202,0.245274487,5.783921806,0.721951767,0.475740204,0.246211563,1.938816671,1.004627531,0.245077459,,,,,,,steady-state dv,-0.498535325,,,
10,4.856550161,0.244982063,5.791559203,1.189767678,0.721951767,0.467815911,2.943444202,1.913105959,0.244532149,,,,,,,transient dv,1.062485765,,,
11,5.486244814,0.244958521,5.791559203,1.343902415,1.189767678,0.154134738,4.856550161,0.629694653,0.244776952,,,,,,,,,,,
12,5.662493547,0.245029979,5.791559203,1.387480675,1.343902415,0.0435782594,5.486244814,0.176248733,0.247254313,,,,,,,,,,,
13,6.407413896,0.244982297,5.799199748,1.569702974,1.387480675,0.182222299,5.662493547,0.744920349,0.244619843,,,,,,,,,,,
14,6.796127075,0.245009242,5.799199748,1.665113943,1.569702974,0.0954109691,6.407413896,0.388713179,0.245453394,,,,,,,,,,,
15,6.185920626,0.245245467,5.799199748,1.517068993,1.665113943,-0.14804495,6.796127075,-0.610206449,0.242614529,,,,,,,,,,,
16,5.395268688,0.245519499,5.799199748,1.324643665,1.517068993,-0.192425328,6.185920626,-0.790651938,0.243375521,,,,,,,,,,,
17,5.325699593,0.245642457,5.806843419,1.308217933,1.324643665,-0.016425732,5.395268688,-0.069569095,0.236106736,,,,,,,,,,,
18,6.152626577,0.245577594,5.806843419,1.510947232,1.308217933,0.202729298,5.325699593,0.826926984,0.245159854,,,,,,,,,,,
19,6.785444766,0.245553398,5.806843419,1.666189019,1.510947232,0.155241788,6.152626577,0.632818189,0.24531815,,,,,,,,,,,
20,7.287756829,0.245556543,5.814492573,1.789556373,1.666189019,0.123367354,6.785444766,0.502312063,0.245599027,,,,,,,,,,,
21,7.855652435,0.245545948,5.814492573,1.928923624,1.789556373,0.139367251,7.287756829,0.567895606,0.245409983,,,,,,,,,,,
22,9.168844864,0.245379203,5.814492573,2.249843845,1.928923624,0.320920221,7.855652435,1.313192429,0.244381717,,,,,,,,,,,
23,9.946208956,0.245324717,5.822144808,2.440050897,2.249843845,0.190207052,9.168844864,0.777364092,0.244682066,,,,,,,,,,,
24,10.96366686,0.245219912,5.822144808,2.688509423,2.440050897,0.248458525,9.946208956,1.017457904,0.244195386,,,,,,,,,,,
25,11.99286059,0.245112616,5.822144808,2.939601433,2.688509423,0.25109201,10.96366686,1.02919373,0.243969627,,,,,,,,,,,
26,12.98285867,0.245013453,5.829800103,3.180975033,2.939601433,0.2413736,11.99286059,0.98999808,0.24381219,,,,,,,,,,,
27,13.98441466,0.244911666,5.829800103,3.424946292,3.180975033,0.24397126,12.98285867,1.00155599,0.243592233,,,,,,,,,,,
28,14.98722138,0.244809129,5.829800103,3.669008612,3.424946292,0.24406232,13.98441466,1.00280672,0.243379222,,,,,,,,,,,
29,15.98932308,0.244705539,5.837458437,3.912675923,3.669008612,0.24366731,14.98722138,1.0021017,0.243156269,,,,,,,,,,,
30,16.99091896,0.244599132,5.837458437,4.155964029,3.912675923,0.243288107,15.98932308,1.00159588,0.242900467,,,,,,,,,,,
31,17.99216173,0.244485619,5.837458437,4.398824798,4.155964029,0.242860768,16.99091896,1.00124277,0.242559323,,,,,,,,,,,
32,18.99314336,0.244354634,5.837458437,4.641062594,4.398824798,0.242237797,17.99216173,1.00098163,0.242000242,,,,,,,,,,,
33,19.99393176,0.244180878,5.845122159,4.882135812,4.641062594,0.241073218,18.99314336,1.0007884,0.240883305,,,,,,,,,,,
34,20.99456977,0.243902882,5.845122159,5.120636073,4.882135812,0.238500261,19.99393176,1.00063801,0.238348193,,,,,,,,,,,
35,21.99509027,0.24337248,5.845122159,5.352999667,5.120636073,0.232363594,20.99456977,1.0005205,0.232242711,,,,,,,,,,,
36,22.99564439,0.242239686,5.852788874,5.570457676,5.352999667,0.21745801,21.99509027,1.00055412,0.217337578,,,,,,,,,,,
37,23.99633262,0.23971679,5.852788874,5.752323827,5.570457676,0.181866151,22.99564439,1.00068823,0.181741071,,,,,,,,,,,
38,24.5839582,0.237033092,5.852788874,5.827211626,5.752323827,0.0748877983,23.99633262,0.58762558,0.127441352,,,,,,,,,,,
39,25.3361294,0.231301843,5.860458559,5.860293425,5.827211626,0.033081799,24.5839582,0.7521712,0.0439817411,,,,,,,,,,,
40,26.70135901,0.210564565,5.860458559,5.622360045,5.860293425,-0.23793338,25.3361294,1.36522961,-0.174280852,,,,,,,,,,,
41,25.98792173,0.223479855,5.860458559,5.80777698,5.622360045,0.185416935,26.70135901,-0.71343728,-0.259892411,,,,,,,,,,,
42,25.31102392,0.231828434,5.86814796,5.867815038,5.80777698,0.0600380583,25.98792173,-0.67689781,-0.0886958969,,,,,,,,,,,
43,26.70159149,0.210784403,5.86814796,5.628279021,5.867815038,-0.239536017,25.31102392,1.39056757,-0.172257733,,,,,,,,,,,
44,25.98733989,0.223743957,5.86814796,5.814510259,5.628279021,0.186231238,26.70159149,-0.7142516,-0.260736185,,,,,,,,,,,
45,25.31052802,0.232112701,5.86814796,5.874895022,5.814510259,0.0603847636,25.98733989,-0.67681187,-0.0892194216,,,,,,,,,,,
46,26.70263966,0.210986556,5.875849898,5.633897978,5.874895022,-0.240997044,25.31052802,1.39211164,-0.173116177,,,,,,,,,,,
47,25.98678595,0.22400749,5.875849898,5.821234694,5.633897978,0.187336716,26.70263966,-0.71585371,-0.261696927,,,,,,,,,,,
48,25.31003436,0.232396836,5.875849898,5.881971904,5.821234694,0.0607372105,25.98678595,-0.67675159,-0.0897481608,,,,,,,,,,,
49,26.7036876,0.211188393,5.883554866,5.639508871,5.881971904,-0.242463033,25.31003436,1.39365324,-0.173976586,,,,,,,,,,,
