Time,Vsa,Isa,Pmax,Psa,Psaold,dp
309,16.4247018,1.123067342,18.44621031,18.4460462,20.71633639,-2.270290187
310,16.42469865,1.123062727,18.44621031,18.44596686,20.71625126,-2.270284395
311,16.42469549,1.123058109,18.44597841,18.44588745,20.71590562,-2.270018172
312,16.42469231,1.123053483,18.44597841,18.44580791,20.7158203,-2.27001239
313,16.42468912,1.12304885,18.44597841,18.44572823,20.71573484,-2.270006611
314,16.42468591,1.123044211,18.44574542,18.44564842,20.71538761,-2.269739182
315,16.42468269,1.123039571,18.44574542,18.4455686,20.71530202,-2.26973342
316,16.42467946,1.123034924,18.44574542,18.44548864,20.7152163,-2.26972766
317,16.42467621,1.123030273,18.44551136,18.44540861,20.71486766,-2.269459047
318,16.42467295,1.123025619,18.44551136,18.44532851,20.71478181,-2.269453304
319,16.42466968,1.123020958,18.44551136,18.44524827,20.71469584,-2.269447563
320,16.42466639,1.12301629,18.44527621,18.44516791,20.71434565,-2.269177748
321,16.42466308,1.123011621,18.44527621,18.44508752,20.71425955,-2.269172025
322,16.42465977,1.123006946,18.44527621,18.445007,20.71417331,-2.269166303
323,16.42465643,1.123002271,18.44503998,18.44492647,20.71382178,-2.268895308
324,16.42465309,1.122997588,18.44503998,18.44484581,20.71373541,-2.268889604
325,16.42464973,1.122992895,18.44503998,18.44476495,20.71364885,-2.268883895
326,16.42464636,1.122988202,18.44480266,18.44468408,20.71329578,-2.268611696
327,16.42464297,1.122983502,18.44480266,18.44460308,20.71320908,-2.268606003
328,16.42463957,1.122978802,18.44480266,18.44452206,20.71312239,-2.268600328
329,16.42463616,1.122974091,18.44456426,18.44444085,20.71276777,-2.268326923
330,16.42463273,1.12296938,18.44456426,18.44435963,20.71268088,-2.268321257
331,16.42462929,1.122964658,18.44456426,18.44427821,20.7125938,-2.268315586
332,16.42462583,1.122959937,18.44432476,18.44419678,20.71223777,-2.268040989
333,16.42462236,1.122955208,18.44432476,18.44411522,20.71215055,-2.268035335
334,16.42461887,1.122950479,18.44432476,18.44403364,20.71206333,-2.268029697
335,16.42461538,1.12294574,18.44408418,18.44395187,20.71170576,-2.267753892
336,16.42461187,1.122940997,18.44408418,18.44387002,20.71161828,-2.267748258
337,16.42460834,1.122936251,18.44408418,18.44378811,20.71153074,-2.267742631
338,16.4246048,1.122931501,18.44384251,18.44370612,20.71117175,-2.267465631
339,16.42460125,1.122926747,18.44384251,18.44362405,20.71108408,-2.267460022
340,16.42459768,1.122921983,18.44384251,18.4435418,20.71099621,-2.267454407
341,16.4245941,1.122917219,18.44359975,18.44345953,20.71063573,-2.267176204
342,16.42459051,1.122912447,18.44359975,18.44337712,20.71054773,-2.267170607
343,16.4245869,1.122907676,18.44359975,18.44329471,20.71045973,-2.267165025
344,16.42458328,1.122902894,18.44335589,18.4432121,20.71009771,-2.266885609
345,16.42457964,1.122898109,18.44335589,18.44312942,20.71000945,-2.266880031
346,16.42457599,1.12289332,18.44335589,18.44304666,20.70992112,-2.26687446
347,16.42457233,1.122888531,18.44311094,18.44296389,20.70955774,-2.266593852
348,16.42456865,1.122883724,18.44311094,18.44288081,20.70946909,-2.266588278
349,16.42456496,1.122878924,18.44311094,18.44279783,20.70938057,-2.266582734
350,16.42456126,1.122874117,18.44286489,18.44271472,20.70901563,-2.266300911
351,16.42455754,1.122869303,18.44286489,18.44263148,20.70892685,-2.266295369
352,16.42455381,1.122864489,18.44286489,18.44254822,20.70883807,-2.266289843
353,16.42455006,1.122859665,18.44261775,18.44246478,20.70847158,-2.266006804
354,16.4245463,1.122854837,18.44261775,18.44238126,20.70838254,-2.266001281
355,16.42454253,1.122850001,18.44261775,18.4422976,20.70829336,-2.265995759
356,16.42453874,1.12284517,18.4423695,18.44221399,20.70792552,-2.265711523
357,16.42453494,1.122840327,18.4423695,18.44213019,20.70783621,-2.265706019
