Time	Pmax	V2	duty	V4	V5	V6	Vsa	Isa
25912.000004820216	5.2589420176392823	0.055350764801048766	1	0	25	-1.0033158862460816	23.996684113753918	0.2187967957922865
25913.00000482042	5.2589420176392823	0.13036233809765238	1	0	24	0.996864014357012	24.996864014357012	0.20884522911046588
25914.000004820624	5.2589420176392823	0.13421217195647128	1	0	23	1.0030273656612856	24.003027365661286	0.218755754843869
25915.000004820828	5.2589420176392823	0.059495231207842135	1	0	24	-0.99637582524291801	23.003624174757082	0.223838853230518
25916.000004821031	5.2589420176392823	0.055350852148299552	1	0	25	-1.003315892598188	23.996684107401812	0.21880449452282846
25917.000004821235	5.2589420176392823	0.13036242183631419	1	0	24	0.9968640058004965	24.996864005800496	0.20885288520844369
25918.000004821439	5.2589420176392823	0.13421225868200928	1	0	23	1.0030273717023341	24.003027371702334	0.21876345357441096
25919.000004821643	5.2589420176392823	0.059495321974220285	1	0	24	-0.99637580863441144	23.003624191365589	0.22384656617191467
25920.000004821846	5.2589420176392823	0.055350939145559337	1	0	25	-1.0033159108371379	23.996684089162862	0.2188121968060841
25921.00000482205	5.2589420176392823	0.13036035513161265	1	0	24	0.99685560660337913	24.996855606603379	0.20874681894156311
25922.000004822254	5.2589420176392823	0.13420874107086425	1	0	23	1.0030186647501402	24.00301866475014	0.21851852949339445
25923.000004822457	5.2524583203657063	0.059490214615925338	1	0	24	-0.99638545402680734	23.003614545973193	0.22345340511265022
25924.000004822661	5.2524583203657063	0.05534490784060285	1	0	25	-1.0033241680073601	23.99667583199264	0.21831413121731202
25925.000004822865	5.2461159801577253	0.13035593496681211	1	0	24	0.99685640953737931	24.996856409537379	0.20829833502489237
25926.000004823069	5.2461159801577253	0.1342038097782719	1	0	23	1.0030187554041987	24.003018755404199	0.21802037153406673
25927.000004823272	5.2397769230608082	0.059484881685551154	1	0	24	-0.99638595455280665	23.003614045447193	0.22292624990427612
25928.000004823476	5.2397769230608082	0.05533997199597189	1	0	25	-1.0033236172289044	23.996676382771096	0.21781556824862491
25929.00000482368	5.2334411617901999	0.13035151461286901	1	0	24	0.9968565730898753	24.996856573089875	0.20784937859730235
25930.000004823884	5.2334411617901999	0.13419887749364537	1	0	23	1.0030188237598345	24.003018823759835	0.21752190093593526
25931.000004824087	5.2271087090233541	0.059479547837121595	1	0	24	-0.99638646683406407	23.003613533165936	0.22239893482378648
25932.000004824291	5.2271087090233541	0.055335034549731696	1	0	25	-1.0033230719136625	23.996676928086337	0.21731669619384775
25933.000004824495	5.2271087090233541	0.13034709250216842	1	0	24	0.99685675478611557	24.996856754786116	0.20739993900065201
25934.000004824698	5.2207795773999059	0.13419394355933847	1	0	23	1.0030188781727993	24.003018878172799	0.21702312480442743
25935.000004824902	5.2207795773999059	0.059474213937376681	1	0	24	-0.99638696790196235	23.003613032098038	0.22187145631846761
25936.000004825106	5.2144567305838549	0.055330096232638355	1	0	25	-1.0033225146627061	23.996677485337294	0.2168175186056942
25937.00000482531	5.2144567305838549	0.1303426678244417	1	0	24	0.99685693206428283	24.996856932064283	0.20695001268222768
25938.000004825513	5.2081372324581849	0.13418900894923272	1	0	23	1.0030189447796403	24.00301894477964	0.21652404313954321
25939.000004825717	5.2081372324581849	0.059468879511565181	1	0	24	-0.99638751349632315	23.003612486503677	0.22134381083560584
25940.000004825921	5.2018210955383379	0.055325156350838491	1	0	25	-1.0033219631242005	23.996678036875799	0.21631803903687796
25941.000004826124	5.2018210955383379	0.13033824110032607	1	0	24	0.9968571197550844	24.996857119755084	0.20649961030017039
25942.000004826328	5.1955101670750938	0.13418407317421727	1	0	23	1.0030190089927054	24.003019008992705	0.21602464883585526
25943.000004826532	5.1955101670750938	0.059463544284731683	1	0	24	-0.99638806878061814	23.003611931219382	0.22081601258605588
25944.000004826736	5.1892170278583389	0.055320215902917573	1	0	25	-1.0033213938205492	23.996678606179451	0.21581825038197167
25945.000004826939	5.1892170278583389	0.13033381235688804	1	0	24	0.9968573177144755	24.996857317714475	0.20604872474905278
25946.000004827143	5.1829272068199632	0.13417913630627432	1	0	23	1.003019073712732	24.003019073712732	0.21552495610421829
25947.000004827347	5.1829272068199632	0.059458208960527663	1	0	24	-0.996388615599205	23.003611384400795	0.22028805091167669
25948.000004827551	5.1829272068199632	0.055315273467652852	1	0	25	-1.0033208398616189	23.996679160138381	0.21531815974640267
25949.000004827754	5.1766407165285813	0.13032938136611472	1	0	24	0.99685751980412007	24.99685751980412	0.20559736313430221
25950.000004827958	5.1766407165285813	0.13417419796861338	1	0	23	1.0030191292960033	24.003019129296003	0.21502495783920494
25951.000004828162	5.1703605213345192	0.059452872977869838	1	0	24	-0.99638916536541444	23.003610834634586	0.21975993291789564
25952.000004828365	5.1703605213345192	0.055310330464415601	1	0	25	-1.0033202660093217	23.996679733990678	0.21481777068288466
25953.000004828569	5.1640836843034377	0.13032494804484285	1	0	24	0.99685772211423895	24.996857722114239	0.20514552190320501
25954.000004828773	5.1640836843034377	0.13416925866358378	1	0	23	1.003019188101927	24.003019188101927	0.2145246575935289
25955.000004828977	5.15781021788146	0.059447535901103736	1	0	24	-0.99638973145104615	23.003610268548954	0.21923165505199904
25956.00000482918	5.15781021788146	0.055305386183962572	1	0	25	-1.003319691179076	23.996680308820924	0.21431707963870394
25957.000004829384	5.1515401344775169	0.13032051239663076	1	0	24	0.99685792819362717	24.996857928193627	0.20469320816118852
25958.000004829588	5.1515401344775169	0.13416431845973265	1	0	23	1.0030192520898105	24.00301925208981	0.21402405891990384
25959.000004829792	5.1452734464633805	0.059442199332273765	1	0	24	-0.99639027321877194	23.003609726781228	0.21870322441941425
25960.000004829995	5.1452734464633805	0.055300440456772897	1	0	25	-1.0033191181394692	23.996680881860531	0.21381609016657421
25961.000004830199	5.1390101661737022	0.13031607478803972	1	0	24	0.99685814627882863	24.996858146278829	0.2042404148028254
25962.000004830403	5.1390101661737022	0.13415937677799913	1	0	23	1.0030193056630274	24.003019305663027	0.21352315826561608
25963.000004830606	5.1327503059059953	0.059436861414016093	1	0	24	-0.99639083794336614	23.003609162056634	0.21817463391471392
25964.00000483081	5.1327503059059953	0.055295493908278322	1	0	25	-1.0033185324664053	23.996681467533595	0.21331480581920914
25965.000004831014	5.1327503059059953	0.13031163525952752	1	0	24	0.99685837392945231	24.996858373929452	0.20378715248625667
25966.000004831218	5.126493877920697	0.13415443464644777	1	0	23	1.0030193751082841	24.003019375108284	0.21302196273609297
25967.000004831421	5.126493877920697	0.059431523324210797	1	0	24	-0.99639139498393803	23.003608605016062	0.2176458906433254
25968.000004831625	5.1202408944412108	0.055290545989214381	1	0	25	-1.0033179486515138	23.996682051348486	0.21281321949118137
25969.000004831829	5.1202408944412108	0.13030719316128092	1	0	24	0.99685859723991399	24.996858597239914	0.20333341765876867
25970.000004832033	5.113994330097559	0.13414949045885091	1	0	23	1.0030194199451294	24.003019419945129	0.21252046877862085
25971.000004832236	5.113994330097559	0.059426184566001815	1	0	24	-0.99639195604011377	23.003608043959886	0.21711699460524869
25972.00000483244	5.1077512369203779	0.055285597135511788	1	0	25	-1.0033173530926334	23.996682646907367	0.21231134539334562
25973.000004832644	5.1077512369203779	0.13030274912767442	1	0	24	0.99685883179732926	24.996858831797329	0.2028792067676477
25974.000004832847	5.1015116270113925	0.13414454574823212	1	0	23	1.0030194781048394	24.003019478104839	0.21201867994591339
25975.000004833051	5.1015116270113925	0.05942084549994224	1	0	24	-0.99639251513457339	23.003607484865427	0.21658793514234276
25976.000004833255	5.0952755124354114	0.055280646746995878	1	0	25	-1.0033167672295704	23.99668323277043	0.21180917642027453
25977.000004833459	5.0952755124354114	0.13029830272184931	1	0	24	0.99685906661198231	24.996859066611982	0.20242453047103481
25978.000004833662	5.0890429052203334	0.13413959965669964	1	0	23	1.0030195289166493	24.003019528916649	0.21151659979068427
25979.000004833866	5.0890429052203334	0.059415505411672148	1	0	24	-0.99639308733965493	23.003606912660345	0.21605873357088967
25980.00000483407	5.0828138173571995	0.055275695768424456	1	0	25	-1.0033161611950838	23.996683838804916	0.21130670901925441
25981.000004834274	5.0828138173571995	0.13029545146494254	1	0	24	0.99686553905618425	24.996865539056184	0.20205413875373779
25982.000004834477	5.0828138173571995	0.13413732784952376	1	0	23	1.0030260584348838	24.003026058434884	0.21120219528825146
25983.000004834681	5.0828138173571995	0.059414020043269324	1	0	24	-0.99638647208385578	23.003613527916144	0.21582710374445924
25984.000004834885	5.0828138173571995	0.05527528209818227	1	0	25	-1.003309462848172	23.996690537151828	0.21118027504485326
25985.000004835088	5.0828138173571995	0.13029434143054222	1	0	24	0.99686515374512297	24.996865153745123	0.20193844463278765
25986.000004835292	5.0828138173571995	0.13413610033293824	1	0	23	1.0030260324588021	24.003026032458802	0.21107594250224793
25987.000004835496	5.0828138173571995	0.05941269916010547	1	0	24	-0.9963866231487728	23.003613376851227	0.21569483976691117
25988.0000048357	5.0767600564530309	0.055274053009868103	1	0	25	-1.0033093030397673	23.996690696960233	0.21105396541543087
25989.000004835903	5.0767600564530309	0.13029322945963892	1	0	24	0.99686523805726068	24.996865238057261	0.20182271498470072
25990.000004836107	5.0767600564530309	0.13413487279780306	1	0	23	1.0030260258808958	24.003026025880896	0.21094967905810336
25991.000004836311	5.0767600564530309	0.059411378171832029	1	0	24	-0.99638677453693703	23.003613225463063	0.21556256868393575
25992.000004836515	5.0767600564530309	0.055272823925501445	1	0	25	-1.0033091432191554	23.996690856780845	0.21092763802244008
25993.000004836718	5.0767600564530309	0.13029211730757617	1	0	24	0.99686532104527004	24.99686532104527	0.20170697112575908
25994.000004836922	5.0767600564530309	0.13413364501098471	1	0	23	1.0030260151223978	24.003026015122398	0.21082339074496304
25995.000004837126	5.0767600564530309	0.059410057485555404	1	0	24	-0.99638691858287842	23.003613081417122	0.21543029404824665
25996.000004837329	5.0707285262560298	0.05527159472991653	1	0	25	-1.0033089829918715	23.996691017008128	0.21080129641859457
25997.000004837533	5.0707285262560298	0.13029100502716243	1	0	24	0.99686540439579829	24.996865404395798	0.20159119884510801
25998.000004837737	5.0707285262560298	0.13413241718093716	1	0	23	1.0030260042008869	24.003026004200887	0.21069709887910903
25999.000004837941	5.0707285262560298	0.059408736165581809	1	0	24	-0.99638707734188259	23.003612922658117	0.21529800520170284
26000.000004838144	5.0707285262560298	0.0552703656170501	1	0	25	-1.0033088209133396	23.99669117908666	0.21067494415660803
26001.000004838348	5.0707285262560298	0.13028989282766823	1	0	24	0.99686549262674262	24.996865492626743	0.20147540169546119
26002.000004838552	5.0707285262560298	0.13413118966218263	1	0	23	1.003026002655897	24.003026002655897	0.21057078569697296
26003.000004838756	5.0707285262560298	0.059407414667582488	1	0	24	-0.99638724041670201	23.003612759583298	0.21516571635515902
26004.000004838959	5.0647012183190459	0.055269136295201748	1	0	25	-1.0033086611313671	23.996691338868633	0.21054856702562574
26005.000004839163	5.0647012183190459	0.13028878061545859	1	0	24	0.99686558337897679	24.996865583378977	0.20135958322953229
26006.000004839367	5.0647012183190459	0.13412996181511272	1	0	23	1.0030259937541572	24.003025993754157	0.21044445830398217
26007.00000483957	5.0647012183190459	0.059406094132610915	1	0	24	-0.99638737794927223	23.003612622050728	0.21503342040318785
26008.000004839774	5.0647012183190459	0.05526790685889129	1	0	25	-1.0033085008559368	23.996691499144063	0.21042218634192977
26009.000004839978	5.0647012183190459	0.13028766808725437	1	0	24	0.99686566947352162	24.996865669473522	0.20124373634189396
26010.000004840182	5.0647012183190459	0.13412873436515194	1	0	23	1.0030259976219327	24.003025997621933	0.21031812380556403
26011.000004840385	5.0647012183190459	0.059404773087186363	1	0	24	-0.99638752726920998	23.00361247273079	0.21490111024036196
26012.000004840589	5.0586781411772908	0.055266677643821878	1	0	25	-1.0033083351278123	23.996691664872188	0.21029579144737909
26013.000004840793	5.0586781411772908	0.13028655518454327	1	0	24	0.99686575087298124	24.996865750872981	0.20112787524340092
26014.000004840997	5.0586781411772908	0.13412750591990466	1	0	23	1.0030259770476846	24.003025977047685	0.21019176443815013
26015.0000048412	5.0586781411772908	0.059403451676041663	1	0	24	-0.9963876860851677	23.003612313914832	0.21476879652482239
26016.000004841404	5.0586781411772908	0.05526544850853668	1	0	25	-1.0033081651812736	23.996691834818726	0.21016937168383265
26017.000004841608	5.0586781411772908	0.1302854426458539	1	0	24	0.99686584146360602	24.996865841463606	0.20101198927591213
26018.000004841811	5.0586781411772908	0.1341262780319625	1	0	23	1.0030259726498905	24.00302597264989	0.21006539796530888
26019.000004842015	5.0586781411772908	0.059402130828386156	1	0	24	-0.99638782999195286	23.003612170008047	0.21463647215114179
26020.000004842219	5.0526593033401612	0.05526421881083609	1	0	25	-1.0033080077023016	23.996691992297698	0.21004294836757254
26021.000004842423	5.0526593033401612	0.13028432979741586	1	0	24	0.99686592921399608	24.996865929213996	0.20089607133400023
26022.000004842626	5.0526593033401612	0.13412505018648449	1	0	23	1.0030259693349421	24.003025969334942	0.20993901728161291
26023.00000484283	5.0526593033401612	0.059400809511633755	1	0	24	-0.9963879841608545	23.003612015839145	0.21450414422474751
26024.000004843034	5.0526593033401612	0.055262989351716502	1	0	25	-1.0033078414048049	23.996692158595195	0.20991650373503035
26025.000004843238	5.0526593033401612	0.13028321672490611	1	0	24	0.99686601322894575	24.996866013228946	0.20078013918123361
26026.000004843441	5.0526593033401612	0.13412382204382092	1	0	23	1.0030259615258998	24.0030259615259	0.20981261528163486
26027.000004843645	5.0526593033401612	0.059399488108493374	1	0	24	-0.99638813836794426	23.003611861632056	0.21437180919292587
26028.000004843849	5.0466452965437893	0.055261759910561571	1	0	25	-1.0033076751030698	23.99669232489693	0.20979004489163344
26029.000004844052	5.0466452965437893	0.13028210409170388	1	0	24	0.9968661116078934	24.996866111607893	0.20066418215947124
26030.000004844256	5.0466452965437893	0.1341225940638669	1	0	23	1.0030259586825636	24.003025958682564	0.20968620617622946
26031.00000484446	5.0466452965437893	0.059398166891489149	1	0	24	-0.99638829032526033	23.00361170967474	0.21423946350296319
26032.000004844664	5.0466452965437893	0.05526053017968334	1	0	25	-1.003307511900541	23.996692488099459	0.20966357894280918
26033.000004844867	5.0466452965437893	0.13028099086836317	1	0	24	0.99686619847387092	24.996866198473871	0.20054819316328576
26034.000004845071	5.0466452965437893	0.13412136576152564	1	0	23	1.0030259484456181	24.003025948445618	0.20955978285996935
26035.000004845275	5.0466452965437893	0.059396845551324233	1	0	24	-0.99638844338375065	23.003611556616249	0.21410711426028683
26036.000004845479	5.040646699788363	0.055259300391861645	1	0	25	-1.0033073495427338	23.996692650457266	0.20953708812498917
26037.000004845682	5.040646699788363	0.13027987740520425	1	0	24	0.99686628143968647	24.996866281439686	0.20043218995624557
26038.000004845886	5.040646699788363	0.13412013765669317	1	0	23	1.0030259451372991	24.003025945137299	0.20943333822742716
26039.00000484609	5.040646699788363	0.059395524548939212	1	0	24	-0.99638858573053568	23.003611414269464	0.21397475791218312
26040.000004846293	5.040646699788363	0.055258070694874407	1	0	25	-1.0033071826912696	23.99669281730873	0.2094105902017418
26041.000004846497	5.040646699788363	0.13027904485868663	1	0	24	0.99686746726694508	24.996867467266945	0.20033132486219074
26042.000004846701	5.040646699788363	0.13411936871110644	1	0	23	1.0030270435120592	24.003027043512059	0.20933954303359315
26043.000004846905	5.040646699788363	0.059394859390671476	1	0	24	-0.99638750479939375	23.003612495200606	0.21389333326737869
26044.000004847108	5.040646699788363	0.0552576208833069	1	0	25	-1.0033059786211069	23.996694021378893	0.20934945155204332
26045.000004847312	5.040646699788363	0.13027851605278143	1	0	24	0.99686741315965222	24.996867413159652	0.20027608016448539
26046.000004847516	5.040646699788363	0.13411877929988789	1	0	23	1.0030270630402782	24.003027063040278	0.20927845412188617
26047.00000484772	5.040646699788363	0.059394221330907708	1	0	24	-0.99638758037352204	23.003612419626478	0.21382891546295468
26048.000004847923	5.0345443712042224	0.055257030455813094	1	0	25	-1.003305903000431	23.996694096999569	0.20928833421862691
26049.000004848127	5.0345443712042224	0.13027798699962168	1	0	24	0.99686744437869379	24.996867444378694	0.20022082836135269
26050.000004848331	5.0345443712042224	0.13411818923555741	1	0	23	1.0030270697913188	24.003027069791319	0.20921735810475184
26051.000004848534	5.0345443712042224	0.059393583675371411	1	0	24	-0.99638764423251303	23.003612355767487	0.21376450121124435
26052.000004848738	5.0345443712042224	0.055256440005954061	1	0	25	-1.0033058254768825	23.996694174523117	0.20922720622706947
26053.000004848942	5.0345443712042224	0.13027745806536492	1	0	24	0.99686747873368375	24.996867478733684	0.20016555879465159
26054.000004849146	5.0345443712042224	0.1341175992988832	1	0	23	1.0030270797070173	24.003027079707017	0.20915625853490383
26055.000004849349	5.0345443712042224	0.059392945855518686	1	0	24	-0.99638771166785389	23.003612288332146	0.21370008340682034
26056.000004849553	5.0345443712042224	0.055255849533895965	1	0	25	-1.003305748503788	23.996694251496212	0.20916607823551203
26057.000004849757	5.0345443712042224	0.13027692870352939	1	0	24	0.99686750301933102	24.996867503019331	0.20011029278066417
26058.000004849961	5.0345443712042224	0.13411700916224847	1	0	23	1.0030270865883999	24.0030270865884	0.20909515541234214
26059.000004850164	5.0345443712042224	0.059392308111489558	1	0	24	-0.99638777802560696	23.003612221974393	0.21363565494425529
